,E,R
378,4304.98,1.3189011462297664e-09
379,4374.62,1.253546253137519e-09
380,4445.37,1.236275380322577e-09
381,4517.27,1.1745727921245071e-09
382,4590.33,1.0820075009152171e-09
383,4664.58,1.0617421022885084e-09
384,4740.03,1.0236119931011565e-09
385,4816.69,9.733467043698504e-10
386,4894.6,9.160129031909843e-10
387,4973.77,8.71018924901974e-10
388,5054.21,8.34408322980868e-10
389,5135.96,7.927005528476459e-10
390,5219.03,7.50797373488247e-10
391,5303.44,7.098164323358068e-10
392,5389.22,6.702051831542833e-10
393,5476.39,6.321770902928976e-10
394,5564.97,5.958300360454955e-10
395,5654.98,5.611993957846621e-10
396,5746.44,5.28283099938178e-10
397,5839.39,4.970475147646252e-10
398,5933.83,4.674584939921069e-10
399,6029.81,4.394544448145662e-10
400,6127.33,4.1298361306230654e-10
401,6226.44,3.8797736038715797e-10
402,6327.15,3.6437546613040254e-10
403,6429.48,3.4211357533450375e-10
404,6533.48,3.2112179621963093e-10
405,6639.15,3.013417865306308e-10
406,6746.54,2.8270602202695843e-10
407,6855.65,2.651583101637956e-10
408,6966.54,2.486335812122911e-10
409,7079.22,2.3307612782406315e-10
410,7193.72,2.184290716403922e-10
411,7310.07,2.046372815321727e-10
412,7428.31,1.9164579614810874e-10
413,7548.45,1.7940162672486108e-10
414,7670.54,1.6784493497871822e-10
415,7794.61,1.5691197998818707e-10
416,7920.68,1.4652334727547782e-10
417,8048.79,1.365485187997547e-10
418,8178.98,1.266712565671157e-10
419,8311.26,1.1447082643723528e-10
420,8445.69,1.1163146239196389e-10
421,8582.29,1.0634718480568927e-10
422,8721.11,1.0059545206859003e-10
423,8862.16,9.489145154196627e-11
424,9005.5,8.937339036962086e-11
425,9151.16,8.409239600512536e-11
426,9299.17,7.906693929519588e-11
427,9449.58,7.430087225587858e-11
428,9602.42,6.979152950925295e-11
429,9757.73,6.553146148954878e-11
430,9915.55,6.151160117252499e-11
431,10075.9,5.772220379533497e-11
432,10238.9,5.415057583284479e-11
433,10404.5,5.07877574400899e-11
434,10572.8,4.7621479262320615e-11
435,10743.8,4.464163436443337e-11
436,10917.6,4.1836538015860554e-11
437,11094.2,3.919640329779383e-11
438,11273.6,3.671129074350034e-11
439,11455.9,3.436981155864393e-11
440,11641.2,3.2160429285845144e-11
441,11829.5,3.007163844344955e-11
442,12020.8,2.8088698184161997e-11
443,12215.3,2.618636683259208e-11
444,12412.8,2.4311300662475235e-11
445,12613.6,2.2093006626753695e-11
446,12817.6,2.1361101590265532e-11
447,13025.0,2.036910143533532e-11
448,13235.6,1.927763242628363e-11
449,13449.7,1.819239833195595e-11
450,13667.2,1.7142222579574263e-11
451,13888.3,1.613655637693599e-11
452,14112.9,1.5179830796643503e-11
453,14341.2,1.4272308841756398e-11
454,14573.1,1.3414046745071637e-11
455,14808.9,1.2602882555127273e-11
456,15048.4,1.183801454301147e-11
457,15291.8,1.1117027916651384e-11
458,15539.1,1.043807550147242e-11
459,15790.4,9.798981434338036e-12
460,16045.8,9.197621313332649e-12
461,16305.4,8.631937355242912e-12
462,16569.1,8.1003341602586e-12
463,16837.1,7.60064755904566e-12
464,17109.4,7.131203103437084e-12
465,17386.1,6.690216478983266e-12
466,17667.4,6.2758679694525965e-12
467,17953.1,5.886989382051253e-12
468,18243.5,5.521775348468594e-12
469,18538.6,5.178932129296106e-12
470,18838.4,4.85720666677752e-12
471,19143.1,4.5552076786377644e-12
472,19452.7,4.271829668100114e-12
473,19767.4,4.005850255533228e-12
474,20087.1,3.756366616872079e-12
475,20412.0,3.5222841709217643e-12
476,20742.1,3.3027234592445017e-12
477,21077.6,3.0967259081879942e-12
478,21418.5,2.9035159255369733e-12
479,21765.0,2.722252354782182e-12
480,22117.0,2.5522976854935702e-12
481,22474.7,2.3929005752852153e-12
482,22838.2,2.24340876186794e-12
483,23207.6,2.103210753570821e-12
484,23583.0,1.9717324397755976e-12
485,23964.4,1.848466155544472e-12
486,24352.0,1.732870445718194e-12
487,24745.9,1.6244714761663914e-12
488,25146.2,1.522825034009479e-12
489,25552.9,1.4275357684047684e-12
490,25966.2,1.3381856960847075e-12
491,26386.1,1.254426103556931e-12
492,26812.9,1.1758717596252767e-12
493,27246.6,1.1022191560725658e-12
494,27687.3,1.0331629961761574e-12
495,28135.1,9.684158614079276e-13
496,28590.2,9.076937368820263e-13
497,29052.6,8.507536202025329e-13
498,29522.5,7.973333404505018e-13
499,30000.0,7.47132471424498e-13
