W,R
3043.04555,0.87815
3044.97397,0.87807
3046.90239,0.87796
3048.83081,0.87782
3050.75923,0.87766
3052.68764,0.87752
3054.61606,0.87742
3056.54448,0.87739
3058.4729,0.8774
3060.40132,0.87743
3062.32974,0.87747
3064.25816,0.87749
3066.18658,0.87746
3068.115,0.8774
3070.04342,0.87734
3071.97184,0.8773
3073.90026,0.87725
3075.82868,0.8772
3077.75709,0.87713
3079.68551,0.87699
3081.61393,0.8768
3083.54235,0.8766
3085.47077,0.87641
3087.39919,0.87629
3089.32761,0.87626
3091.25603,0.87627
3093.18445,0.87633
3095.11287,0.87638
3097.04129,0.8764
3098.96971,0.87636
3100.89813,0.87626
3102.82654,0.87612
3104.75496,0.87602
3106.68338,0.87599
3108.6118,0.876
3110.54022,0.87602
3112.46864,0.87599
3114.39706,0.87593
3116.32548,0.87584
3118.2539,0.87573
3120.18232,0.8756
3122.11074,0.87548
3124.03916,0.87538
3125.96758,0.8753
3127.89599,0.87525
3129.82441,0.87518
3131.75283,0.87509
3133.68125,0.87502
3135.60967,0.87502
3137.53809,0.87505
3139.46651,0.87502
3141.39493,0.87491
3143.32335,0.87474
3145.25177,0.87455
3147.18019,0.87442
3149.10861,0.8744
3151.03703,0.87449
3152.96544,0.8746
3154.89386,0.87467
3156.82228,0.87466
3158.7507,0.87462
3160.67912,0.87459
3162.60754,0.87457
3164.53596,0.87452
3166.46438,0.87439
3168.3928,0.87423
3170.32122,0.87412
3172.24964,0.87404
3174.17806,0.87401
3176.10648,0.87398
3178.03489,0.87395
3179.96331,0.87391
3181.89173,0.87384
3183.82015,0.87377
3185.74857,0.87373
3187.67699,0.87374
3189.60541,0.87379
3191.53383,0.87382
3193.46225,0.87383
3195.39067,0.8738
3197.31909,0.87372
3199.24751,0.8736
3201.17593,0.87344
3203.10434,0.87326
3205.03276,0.87313
3206.96118,0.87309
3208.8896,0.87312
3210.81802,0.87316
3212.74644,0.87317
3214.67486,0.87313
3216.60328,0.87302
3218.5317,0.87291
3220.46012,0.87282
3222.38854,0.87276
3224.31696,0.87268
3226.24538,0.87259
3228.17379,0.87254
3230.10221,0.87251
3232.03063,0.87248
3233.95905,0.87242
3235.88747,0.87237
3237.81589,0.87238
3239.74431,0.87245
3241.67273,0.87245
3243.60115,0.87235
3245.52957,0.87211
3247.45799,0.8719
3249.38641,0.87178
3251.31483,0.87177
3253.24325,0.87181
3255.17166,0.87184
3257.10008,0.87182
3259.0285,0.87175
3260.95692,0.87162
3262.88534,0.87146
3264.81376,0.87133
3266.74218,0.87122
3268.6706,0.87117
3270.59902,0.87115
3272.52744,0.87111
3274.45586,0.87106
3276.38428,0.87101
3278.3127,0.87101
3280.24111,0.87105
3282.16953,0.87106
3284.09795,0.87102
3286.02637,0.87094
3287.95479,0.87082
3289.88321,0.87072
3291.81163,0.87066
3293.74005,0.8707
3295.66847,0.87078
3297.59689,0.87086
3299.52531,0.87084
3301.45373,0.87072
3303.38215,0.87054
3305.31056,0.87038
3307.23898,0.87023
3309.1674,0.87007
3311.09582,0.8699
3313.02424,0.86976
3314.95266,0.8697
3316.88108,0.86974
3318.8095,0.86982
3320.73792,0.86984
3322.66634,0.86975
3324.59476,0.86959
3326.52318,0.86945
3328.4516,0.86937
3330.38001,0.86936
3332.30843,0.86937
3334.23685,0.86935
3336.16527,0.86928
3338.09369,0.86914
3340.02211,0.869
3341.95053,0.86893
3343.87895,0.8689
3345.80737,0.86889
3347.73579,0.86886
3349.66421,0.8688
3351.59263,0.86873
3353.52105,0.86864
3355.44946,0.86851
3357.37788,0.86837
3359.3063,0.86829
3361.23472,0.86828
3363.16314,0.86832
3365.09156,0.86842
3367.01998,0.86853
3368.9484,0.86859
3370.87682,0.86857
3372.80524,0.86849
3374.73366,0.86843
3376.66208,0.86839
3378.5905,0.86836
3380.51891,0.8683
3382.44733,0.86823
3384.37575,0.86815
3386.30417,0.86808
3388.23259,0.86803
3390.16101,0.86797
3392.08943,0.86791
3394.01785,0.86786
3395.94627,0.86785
3397.87469,0.86789
3399.80311,0.86791
3401.73153,0.86786
3403.65995,0.86777
3405.58836,0.86766
3407.51678,0.86756
3409.4452,0.86745
3411.37362,0.86737
3413.30204,0.8673
3415.23046,0.86725
3417.15888,0.86718
3419.0873,0.86713
3421.01572,0.86712
3422.94414,0.86714
3424.87256,0.86716
3426.80098,0.86715
3428.7294,0.86712
3430.65781,0.86709
3432.58623,0.86705
3434.51465,0.86698
3436.44307,0.8669
3438.37149,0.86677
3440.29991,0.86663
3442.22833,0.86654
3444.15675,0.86653
3446.08517,0.86659
3448.01359,0.86664
3449.94201,0.86663
3451.87043,0.86656
3453.79885,0.86646
3455.72726,0.8664
3457.65568,0.8664
3459.5841,0.8664
3461.51252,0.86639
3463.44094,0.86632
3465.36936,0.86622
3467.29778,0.86607
3469.2262,0.86592
3471.15462,0.86584
3473.08304,0.86583
3475.01146,0.86587
3476.93988,0.86594
3478.8683,0.866
3480.79671,0.86604
3482.72513,0.86605
3484.65355,0.86602
3486.58197,0.86596
3488.51039,0.8659
3490.43881,0.86584
3492.36723,0.86578
3494.29565,0.8657
3496.22407,0.8656
3498.15249,0.86553
3500.08091,0.86551
3502.00933,0.86553
3503.93775,0.86556
3505.86616,0.86554
3507.79458,0.8655
3509.723,0.86545
3511.65142,0.8654
3513.57984,0.86533
3515.50826,0.86522
3517.43668,0.86511
3519.3651,0.86501
3521.29352,0.86497
3523.22194,0.86497
3525.15036,0.86498
3527.07878,0.86497
3529.0072,0.86494
3530.93561,0.8649
3532.86403,0.86488
3534.79245,0.86489
3536.72087,0.86492
3538.64929,0.86494
3540.57771,0.86494
3542.50613,0.86495
3544.43455,0.86498
3546.36297,0.86501
3548.29139,0.86497
3550.21981,0.86483
3552.14823,0.86462
3554.07665,0.86444
3556.00506,0.86435
3557.93348,0.86436
3559.8619,0.86442
3561.79032,0.86444
3563.71874,0.86439
3565.64716,0.86426
3567.57558,0.86414
3569.504,0.86409
3571.43242,0.8641
3573.36084,0.86414
3575.28926,0.86416
3577.21768,0.86414
3579.1461,0.86404
3581.07451,0.86388
3583.00293,0.86371
3584.93135,0.86356
3586.85977,0.86345
3588.78819,0.86337
3590.71661,0.86332
3592.64503,0.86333
3594.57345,0.86342
3596.50187,0.86357
3598.43029,0.86374
3600.35871,0.8638
3602.28713,0.86373
3604.21555,0.86356
3606.14396,0.86341
3608.07238,0.86333
3610.0008,0.86331
3611.92922,0.86325
3613.85764,0.8631
3615.78606,0.86289
3617.71448,0.86269
3619.6429,0.86253
3621.57132,0.86241
3623.49974,0.86232
3625.42816,0.86221
3627.35658,0.86217
3629.285,0.86227
3631.21341,0.86249
3633.14183,0.86273
3635.07025,0.86284
3636.99867,0.86281
3638.92709,0.86274
3640.85551,0.86266
3642.78393,0.86258
3644.71235,0.86247
3646.64077,0.86237
3648.56919,0.8623
3650.49761,0.8623
3652.42603,0.86234
3654.35445,0.86237
3656.28286,0.8624
3658.21128,0.86241
3660.1397,0.86242
3662.06812,0.86242
3663.99654,0.86238
3665.92496,0.86224
3667.85338,0.86201
3669.7818,0.86172
3671.71022,0.86144
3673.63864,0.86119
3675.56706,0.86103
3677.49548,0.86105
3679.4239,0.86122
3681.35231,0.86136
3683.28073,0.86137
3685.20915,0.86126
3687.13757,0.86114
3689.06599,0.86108
3690.99441,0.8611
3692.92283,0.86117
3694.85125,0.86123
3696.77967,0.86123
3698.70809,0.86113
3700.63651,0.86095
3702.56493,0.86072
3704.49335,0.86052
3706.42176,0.86033
3708.35018,0.8602
3710.2786,0.86015
3712.20702,0.86023
3714.13544,0.8604
3716.06386,0.86057
3717.99228,0.86063
3719.9207,0.86055
3721.84912,0.86037
3723.77754,0.86017
3725.70596,0.86001
3727.63438,0.85992
3729.5628,0.85984
3731.49121,0.85976
3733.41963,0.85969
3735.34805,0.85971
3737.27647,0.8598
3739.20489,0.85982
3741.13331,0.85967
3743.06173,0.85942
3744.99015,0.85915
3746.91857,0.85895
3748.84699,0.8588
3750.77541,0.85875
3752.70383,0.85881
3754.63225,0.85895
3756.56066,0.85913
3758.48908,0.85929
3760.4175,0.85942
3762.34592,0.85949
3764.27434,0.85949
3766.20276,0.85946
3768.13118,0.85941
3770.0596,0.85933
3771.98802,0.85923
3773.91644,0.85912
3775.84486,0.85907
3777.77328,0.8591
3779.7017,0.85919
3781.63011,0.85926
3783.55853,0.85927
3785.48695,0.85921
3787.41537,0.85904
3789.34379,0.8588
3791.27221,0.85854
3793.20063,0.85831
3795.12905,0.85815
3797.05747,0.85805
3798.98589,0.85806
3800.91431,0.85818
3802.84273,0.85832
3804.77115,0.85843
3806.69956,0.85846
3808.62798,0.85841
3810.5564,0.85827
3812.48482,0.85804
3814.41324,0.85771
3816.34166,0.85737
3818.27008,0.85712
3820.1985,0.85701
3822.12692,0.85705
3824.05534,0.85716
3825.98376,0.85727
3827.91218,0.85733
3829.8406,0.85732
3831.76901,0.85727
3833.69743,0.85719
3835.62585,0.85709
3837.55427,0.85702
3839.48269,0.85699
3841.41111,0.85701
3843.33953,0.85702
3845.26795,0.857
3847.19637,0.85694
3849.12479,0.85682
3851.05321,0.85664
3852.98163,0.85652
3854.91005,0.85653
3856.83846,0.85669
3858.76688,0.85687
3860.6953,0.85698
3862.62372,0.85702
3864.55214,0.85698
3866.48056,0.85684
3868.40898,0.85661
3870.3374,0.8564
3872.26582,0.85626
3874.19424,0.85624
3876.12266,0.85632
3878.05108,0.85645
3879.9795,0.85656
3881.90791,0.85661
3883.83633,0.85657
3885.76475,0.85643
3887.69317,0.85621
3889.62159,0.85602
3891.55001,0.85588
3893.47843,0.85578
3895.40685,0.85565
3897.33527,0.85549
3899.26369,0.85533
3901.19211,0.85525
3903.12053,0.85527
3905.04895,0.85533
3906.97736,0.8554
3908.90578,0.85544
3910.8342,0.85546
3912.76262,0.85545
3914.69104,0.85542
3916.61946,0.85538
3918.54788,0.85534
3920.4763,0.85533
3922.40472,0.85538
3924.33314,0.85547
3926.26156,0.85553
3928.18998,0.85556
3930.1184,0.85552
3932.04681,0.8554
3933.97523,0.85521
3935.90365,0.85504
3937.83207,0.85493
3939.76049,0.85489
3941.68891,0.85485
3943.61733,0.85478
3945.54575,0.85467
3947.47417,0.85456
3949.40259,0.85446
3951.33101,0.85438
3953.25943,0.85433
3955.18785,0.85433
3957.11626,0.85434
3959.04468,0.85431
3960.9731,0.85423
3962.90152,0.85414
3964.82994,0.85409
3966.75836,0.85406
3968.68678,0.85404
3970.6152,0.85403
3972.54362,0.85404
3974.47204,0.85403
3976.40046,0.854
3978.32888,0.85392
3980.2573,0.85383
3982.18571,0.85375
3984.11413,0.85366
3986.04255,0.85357
3987.97097,0.85352
3989.89939,0.85352
3991.82781,0.85353
3993.75623,0.8535
3995.68465,0.85341
3997.61307,0.85326
3999.54149,0.85309
4001.46991,0.85298
4003.39833,0.85298
4005.32675,0.85307
4007.25516,0.85322
4009.18358,0.85325
4011.112,0.85315
4013.04042,0.85308
4014.96884,0.85307
4016.89726,0.85305
4018.82568,0.853
4020.7541,0.85296
4022.68252,0.85287
4024.61094,0.85273
4026.53936,0.8526
4028.46778,0.85249
4030.3962,0.85245
4032.32461,0.85246
4034.25303,0.85252
4036.18145,0.85258
4038.10987,0.85259
4040.03829,0.8525
4041.96671,0.85238
4043.89513,0.85235
4045.82355,0.85244
4047.75197,0.85252
4049.68039,0.85241
4051.60881,0.85216
4053.53723,0.85189
4055.46565,0.8517
4057.39406,0.8516
4059.32248,0.85159
4061.2509,0.85164
4063.17932,0.85166
4065.10774,0.85159
4067.03616,0.85149
4068.96458,0.8515
4070.893,0.85167
4072.82142,0.85177
4074.74984,0.85161
4076.67826,0.85134
4078.60668,0.85131
4080.5351,0.85143
4082.46351,0.85152
4084.39193,0.85155
4086.32035,0.8515
4088.24877,0.85139
4090.17719,0.85133
4092.10561,0.85133
4094.03403,0.85125
4095.96245,0.85111
4097.89087,0.851
4099.81929,0.85086
4101.74771,0.85065
4103.67613,0.85054
4105.60455,0.85064
4107.53296,0.85085
4109.46138,0.85098
4111.3898,0.85096
4113.31822,0.85078
4115.24664,0.85054
4117.17506,0.85036
4119.10348,0.8503
4121.0319,0.85037
4122.96032,0.85054
4124.88874,0.85065
4126.81716,0.85057
4128.74558,0.85036
4130.674,0.85027
4132.60241,0.85025
4134.53083,0.85013
4136.45925,0.84993
4138.38767,0.84984
4140.31609,0.84994
4142.24451,0.85006
4144.17293,0.8501
4146.10135,0.85001
4148.02977,0.84985
4149.95819,0.84965
4151.88661,0.84951
4153.81503,0.84957
4155.74345,0.84978
4157.67186,0.84993
4159.60028,0.84984
4161.5287,0.84964
4163.45712,0.84956
4165.38554,0.84954
4167.31396,0.84943
4169.24238,0.84925
4171.1708,0.84911
4173.09922,0.84899
4175.02764,0.84881
4176.95606,0.84864
4178.88448,0.8486
4180.8129,0.84869
4182.74132,0.84885
4184.66973,0.84902
4186.59815,0.84913
4188.52657,0.84907
4190.45499,0.84885
4192.38341,0.84861
4194.31183,0.84854
4196.24025,0.84857
4198.16867,0.84862
4200.09709,0.84867
4202.02551,0.84873
4203.95393,0.84872
4205.88235,0.84863
4207.81077,0.84853
4209.73918,0.84848
4211.6676,0.8485
4213.59602,0.84855
4215.52444,0.84857
4217.45286,0.8485
4219.38128,0.84828
4221.3097,0.848
4223.23812,0.84773
4225.16654,0.84754
4227.09496,0.84752
4229.02338,0.84761
4230.9518,0.84777
4232.88022,0.84792
4234.80863,0.84789
4236.73705,0.84766
4238.66547,0.8475
4240.59389,0.84756
4242.52231,0.84765
4244.45073,0.8476
4246.37915,0.8475
4248.30757,0.84748
4250.23599,0.84742
4252.16441,0.84713
4254.09283,0.84672
4256.02125,0.84648
4257.94967,0.84651
4259.87808,0.84672
4261.8065,0.84692
4263.73492,0.84699
4265.66334,0.8469
4267.59176,0.84674
4269.52018,0.84658
4271.4486,0.84643
4273.37702,0.84633
4275.30544,0.84634
4277.23386,0.84637
4279.16228,0.84632
4281.0907,0.84619
4283.01912,0.84607
4284.94753,0.84609
4286.87595,0.84631
4288.80437,0.84663
4290.73279,0.84685
4292.66121,0.84683
4294.58963,0.8466
4296.51805,0.8463
4298.44647,0.84608
4300.37489,0.84591
4302.30331,0.84579
4304.23173,0.84576
4306.16015,0.84571
4308.08857,0.84554
4310.01698,0.84521
4311.9454,0.84492
4313.87382,0.84488
4315.80224,0.84505
4317.73066,0.84522
4319.65908,0.84531
4321.5875,0.84531
4323.51592,0.84527
4325.44434,0.84515
4327.37276,0.84495
4329.30118,0.84481
4331.2296,0.84484
4333.15802,0.84494
4335.08643,0.84492
4337.01485,0.84476
4338.94327,0.84461
4340.87169,0.84464
4342.80011,0.84481
4344.72853,0.84495
4346.65695,0.84494
4348.58537,0.84479
4350.51379,0.84452
4352.44221,0.84423
4354.37063,0.84406
4356.29905,0.84411
4358.22747,0.84426
4360.15588,0.84421
4362.0843,0.84392
4364.01272,0.84373
4365.94114,0.84387
4367.86956,0.84402
4369.79798,0.84396
4371.7264,0.84387
4373.65482,0.84395
4375.58324,0.84411
4377.51166,0.84416
4379.44008,0.84401
4381.3685,0.84368
4383.29692,0.84325
4385.22533,0.84285
4387.15375,0.84265
4389.08217,0.84277
4391.01059,0.84302
4392.93901,0.84311
4394.86743,0.84304
4396.79585,0.84305
4398.72427,0.84321
4400.65269,0.84341
4402.58111,0.84351
4404.50953,0.84345
4406.43795,0.84325
4408.36637,0.84305
4410.29478,0.84296
4412.2232,0.84285
4414.15162,0.84277
4416.08004,0.84279
4418.00846,0.84267
4419.93688,0.84237
4421.8653,0.84217
4423.79372,0.84217
4425.72214,0.84227
4427.65056,0.8425
4429.57898,0.84279
4431.5074,0.84293
4433.43582,0.84279
4435.36423,0.84261
4437.29265,0.84262
4439.22107,0.84269
4441.14949,0.84256
4443.07791,0.84226
4445.00633,0.84194
4446.93475,0.84167
4448.86317,0.84165
4450.79159,0.84188
4452.72001,0.84203
4454.64843,0.84193
4456.57685,0.84172
4458.50527,0.8416
4460.43368,0.84158
4462.3621,0.84158
4464.29052,0.84153
4466.21894,0.84144
4468.14736,0.84146
4470.07578,0.84158
4472.0042,0.8416
4473.93262,0.84148
4475.86104,0.8414
4477.78946,0.84139
4479.71788,0.84135
4481.6463,0.84126
4483.57472,0.84109
4485.50313,0.84083
4487.43155,0.84057
4489.35997,0.84053
4491.28839,0.84075
4493.21681,0.84096
4495.14523,0.84097
4497.07365,0.84087
4499.00207,0.84078
4500.93049,0.8407
4502.85891,0.84004
4504.78733,0.83998
4506.71575,0.8399
4508.64417,0.83984
4510.57258,0.83982
4512.501,0.83979
4514.42942,0.83973
4516.35784,0.83968
4518.28626,0.83966
4520.21468,0.83961
4522.1431,0.83952
4524.07152,0.83946
4525.99994,0.83946
4527.92836,0.83947
4529.85678,0.83942
4531.7852,0.83934
4533.71362,0.83925
4535.64203,0.83919
4537.57045,0.83919
4539.49887,0.83922
4541.42729,0.83919
4543.35571,0.83907
4545.28413,0.83895
4547.21255,0.83888
4549.14097,0.83882
4551.06939,0.83874
4552.99781,0.83867
4554.92623,0.83865
4556.85465,0.83868
4558.78307,0.83868
4560.71148,0.83862
4562.6399,0.83854
4564.56832,0.8385
4566.49674,0.83849
4568.42516,0.83848
4570.35358,0.83848
4572.282,0.83843
4574.21042,0.83836
4576.13884,0.83832
4578.06726,0.83827
4579.99568,0.8382
4581.9241,0.83811
4583.85252,0.83807
4585.78093,0.83807
4587.70935,0.83806
4589.63777,0.838
4591.56619,0.83793
4593.49461,0.83789
4595.42303,0.83787
4597.35145,0.83785
4599.27987,0.83781
4601.20829,0.83773
4603.13671,0.83767
4605.06513,0.83764
4606.99355,0.83758
4608.92197,0.83748
4610.85038,0.83739
4612.7788,0.83736
4614.70722,0.83735
4616.63564,0.83733
4618.56406,0.83731
4620.49248,0.83728
4622.4209,0.83723
4624.34932,0.83718
4626.27774,0.83715
4628.20616,0.83708
4630.13458,0.83697
4632.063,0.83689
4633.99142,0.83686
4635.91983,0.83686
4637.84825,0.83683
4639.77667,0.83678
4641.70509,0.83672
4643.63351,0.83666
4645.56193,0.83662
4647.49035,0.83658
4649.41877,0.8365
4651.34719,0.83639
4653.27561,0.83633
4655.20403,0.83631
4657.13245,0.83627
4659.06087,0.83621
4660.98928,0.8362
4662.9177,0.8362
4664.84612,0.83618
4666.77454,0.83614
4668.70296,0.8361
4670.63138,0.83608
4672.5598,0.83602
4674.48822,0.83592
4676.41664,0.83583
4678.34506,0.83579
4680.27348,0.83575
4682.2019,0.8357
4684.13032,0.83566
4686.05873,0.83563
4687.98715,0.83561
4689.91557,0.83556
4691.84399,0.83549
4693.77241,0.83542
4695.70083,0.83535
4697.62925,0.83528
4699.55767,0.8352
4701.48609,0.83515
4703.41451,0.83513
4705.34293,0.83511
4707.27135,0.83511
4709.19977,0.8351
4711.12818,0.83506
4713.0566,0.83501
4714.98502,0.83496
4716.91344,0.83493
4718.84186,0.8349
4720.77028,0.83483
4722.6987,0.83471
4724.62712,0.83463
4726.55554,0.83463
4728.48396,0.83465
4730.41238,0.83466
4732.3408,0.83467
4734.26922,0.83465
4736.19763,0.83458
4738.12605,0.83446
4740.05447,0.83434
4741.98289,0.8343
4743.91131,0.8343
4745.83973,0.83429
4747.76815,0.83427
4749.69657,0.8342
4751.62499,0.83409
4753.55341,0.83398
4755.48183,0.83394
4757.41025,0.83394
4759.33867,0.8339
4761.26708,0.83383
4763.1955,0.83377
4765.12392,0.83371
4767.05234,0.83364
4768.98076,0.8336
4770.90918,0.8336
4772.8376,0.83358
4774.76602,0.83351
4776.69444,0.83347
4778.62286,0.83345
4780.55128,0.83343
4782.4797,0.83339
4784.40812,0.83335
4786.33653,0.8333
4788.26495,0.83324
4790.19337,0.83321
4792.12179,0.8332
4794.05021,0.83317
4795.97863,0.83311
4797.90705,0.83305
4799.83547,0.83301
4801.76389,0.83297
4803.69231,0.83294
4805.62073,0.83288
4807.54915,0.8328
4809.47757,0.83273
4811.40598,0.83265
4813.3344,0.83258
4815.26282,0.83253
4817.19124,0.83249
4819.11966,0.83241
4821.04808,0.83235
4822.9765,0.83234
4824.90492,0.83236
4826.83334,0.83235
4828.76176,0.83229
4830.69018,0.83222
4832.6186,0.83214
4834.54702,0.83209
4836.47543,0.83203
4838.40385,0.83191
4840.33227,0.83182
4842.26069,0.83181
4844.18911,0.83183
4846.11753,0.83183
4848.04595,0.83179
4849.97437,0.83173
4851.90279,0.83165
4853.83121,0.8316
4855.75963,0.83155
4857.68805,0.83147
4859.61647,0.83138
4861.54488,0.83134
4863.4733,0.83131
4865.40172,0.83126
4867.33014,0.83118
4869.25856,0.83113
4871.18698,0.83111
4873.1154,0.83111
4875.04382,0.83111
4876.97224,0.83106
4878.90066,0.83099
4880.82908,0.83093
4882.7575,0.83086
4884.68592,0.83077
4886.61433,0.83069
4888.54275,0.83065
4890.47117,0.8306
4892.39959,0.83052
4894.32801,0.83045
4896.25643,0.8304
4898.18485,0.83035
4900.11327,0.8303
4902.04169,0.83028
4903.97011,0.83026
4905.89853,0.8302
4907.82695,0.83015
4909.75537,0.83016
4911.68378,0.83016
4913.6122,0.8301
4915.54062,0.83004
4917.46904,0.83003
4919.39746,0.83
4921.32588,0.82992
4923.2543,0.82984
4925.18272,0.82975
4927.11114,0.82968
4929.03956,0.82965
4930.96798,0.82964
4932.8964,0.8296
4934.82482,0.8295
4936.75323,0.82944
4938.68165,0.82942
4940.61007,0.82941
4942.53849,0.82934
4944.46691,0.82923
4946.39533,0.82916
4948.32375,0.82911
4950.25217,0.82909
4952.18059,0.82905
4954.10901,0.82898
4956.03743,0.8289
4957.96585,0.82882
4959.89427,0.82876
4961.82268,0.82871
4963.7511,0.82865
4965.67952,0.82862
4967.60794,0.82862
4969.53636,0.82861
4971.46478,0.8286
4973.3932,0.82856
4975.32162,0.82848
4977.25004,0.82841
4979.17846,0.82835
4981.10688,0.8283
4983.0353,0.82824
4984.96372,0.82815
4986.89213,0.82807
4988.82055,0.82803
4990.74897,0.82801
4992.67739,0.82799
4994.60581,0.82798
4996.53423,0.82794
4998.46265,0.82789
5000.39107,0.82783
5002.31949,0.8278
5004.24791,0.82779
5006.17633,0.82775
5008.10475,0.82768
5010.03317,0.82763
5011.96158,0.82762
5013.89,0.82758
5015.81842,0.82749
5017.74684,0.82743
5019.67526,0.82742
5021.60368,0.82742
5023.5321,0.82738
5025.46052,0.8273
5027.38894,0.82722
5029.31736,0.82718
5031.24578,0.82715
5033.1742,0.82705
5035.10262,0.82696
5037.03103,0.82693
5038.95945,0.82692
5040.88787,0.82688
5042.81629,0.82686
5044.74471,0.82679
5046.67313,0.82664
5048.60155,0.82649
5050.52997,0.82646
5052.45839,0.8265
5054.38681,0.82654
5056.31523,0.82657
5058.24365,0.82659
5060.17207,0.82657
5062.10048,0.8265
5064.0289,0.82636
5065.95732,0.82623
5067.88574,0.82615
5069.81416,0.82611
5071.74258,0.82612
5073.671,0.82609
5075.59942,0.82601
5077.52784,0.82593
5079.45626,0.82588
5081.38468,0.82586
5083.3131,0.82587
5085.24152,0.82585
5087.16993,0.82578
5089.09835,0.82569
5091.02677,0.8256
5092.95519,0.82552
5094.88361,0.82548
5096.81203,0.8255
5098.74045,0.82549
5100.66887,0.8254
5102.59729,0.8253
5104.52571,0.82522
5106.45413,0.82516
5108.38255,0.82512
5110.31097,0.82509
5112.23939,0.82504
5114.1678,0.82498
5116.09622,0.82496
5118.02464,0.82493
5119.95306,0.82486
5121.88148,0.82477
5123.8099,0.82471
5125.73832,0.82468
5127.66674,0.82467
5129.59516,0.82461
5131.52358,0.82454
5133.452,0.82447
5135.38042,0.82442
5137.30884,0.82439
5139.23725,0.82439
5141.16567,0.82438
5143.09409,0.82429
5145.02251,0.82415
5146.95093,0.82408
5148.87935,0.82407
5150.80777,0.82409
5152.73619,0.82409
5154.66461,0.82407
5156.59303,0.824
5158.52145,0.82392
5160.44987,0.82381
5162.37829,0.82373
5164.3067,0.82371
5166.23512,0.82371
5168.16354,0.82371
5170.09196,0.82369
5172.02038,0.82361
5173.9488,0.82348
5175.87722,0.8234
5177.80564,0.82338
5179.73406,0.82336
5181.66248,0.82332
5183.5909,0.82326
5185.51932,0.82319
5187.44774,0.82313
5189.37615,0.82309
5191.30457,0.82309
5193.23299,0.82307
5195.16141,0.823
5197.08983,0.82292
5199.01825,0.82286
5200.94667,0.82283
5202.87509,0.82282
5204.80351,0.82281
5206.73193,0.82277
5208.66035,0.82266
5210.58877,0.82253
5212.51719,0.82247
5214.4456,0.8225
5216.37402,0.8225
5218.30244,0.82241
5220.23086,0.82231
5222.15928,0.82224
5224.0877,0.82218
5226.01612,0.82213
5227.94454,0.82209
5229.87296,0.82209
5231.80138,0.82208
5233.7298,0.82208
5235.65822,0.82207
5237.58664,0.82201
5239.51505,0.82192
5241.44347,0.82187
5243.37189,0.82185
5245.30031,0.82182
5247.22873,0.82176
5249.15715,0.82169
5251.08557,0.82164
5253.01399,0.8216
5254.94241,0.82156
5256.87083,0.82146
5258.79925,0.82135
5260.72767,0.82133
5262.65609,0.82138
5264.5845,0.82139
5266.51292,0.82133
5268.44134,0.82125
5270.36976,0.82117
5272.29818,0.82107
5274.2266,0.82099
5276.15502,0.82095
5278.08344,0.82097
5280.01186,0.82099
5281.94028,0.82094
5283.8687,0.82084
5285.79712,0.82077
5287.72554,0.82074
5289.65395,0.82073
5291.58237,0.82071
5293.51079,0.82067
5295.43921,0.82062
5297.36763,0.82055
5299.29605,0.82048
5301.22447,0.82043
5303.15289,0.82042
5305.08131,0.82039
5307.00973,0.82034
5308.93815,0.82025
5310.86657,0.82013
5312.79499,0.82002
5314.7234,0.81997
5316.65182,0.81994
5318.58024,0.81988
5320.50866,0.81982
5322.43708,0.81982
5324.3655,0.81978
5326.29392,0.81968
5328.22234,0.81962
5330.15076,0.81964
5332.07918,0.81966
5334.0076,0.81962
5335.93602,0.81954
5337.86444,0.81946
5339.79285,0.81941
5341.72127,0.81942
5343.64969,0.81941
5345.57811,0.81934
5347.50653,0.81927
5349.43495,0.8192
5351.36337,0.81914
5353.29179,0.81906
5355.22021,0.81898
5357.14863,0.81889
5359.07705,0.81886
5361.00547,0.81888
5362.93389,0.81894
5364.8623,0.81891
5366.79072,0.8188
5368.71914,0.81873
5370.64756,0.8187
5372.57598,0.81866
5374.5044,0.81859
5376.43282,0.8185
5378.36124,0.81841
5380.28966,0.81836
5382.21808,0.81834
5384.1465,0.81832
5386.07492,0.81826
5388.00334,0.81815
5389.93175,0.81807
5391.86017,0.81806
5393.78859,0.81812
5395.71701,0.81811
5397.64543,0.81803
5399.57385,0.81792
5401.50227,0.81786
5403.43069,0.81787
5405.35911,0.81788
5407.28753,0.81784
5409.21595,0.8178
5411.14437,0.81778
5413.07279,0.81776
5415.0012,0.81767
5416.92962,0.81752
5418.85804,0.81741
5420.78646,0.81734
5422.71488,0.81727
5424.6433,0.81721
5426.57172,0.81716
5428.50014,0.81714
5430.42856,0.81714
5432.35698,0.81715
5434.2854,0.81712
5436.21382,0.81705
5438.14224,0.81693
5440.07065,0.81688
5441.99907,0.81688
5443.92749,0.81688
5445.85591,0.81685
5447.78433,0.8168
5449.71275,0.81672
5451.64117,0.81665
5453.56959,0.81659
5455.49801,0.81651
5457.42643,0.81643
5459.35485,0.8164
5461.28327,0.81637
5463.21169,0.81632
5465.1401,0.81627
5467.06852,0.81623
5468.99694,0.81616
5470.92536,0.8161
5472.85378,0.81608
5474.7822,0.81608
5476.71062,0.81603
5478.63904,0.81596
5480.56746,0.81592
5482.49588,0.81587
5484.4243,0.81581
5486.35272,0.81577
5488.28114,0.81573
5490.20955,0.81569
5492.13797,0.81564
5494.06639,0.81557
5495.99481,0.81545
5497.92323,0.81537
