W,R
528.45331,0.96055
530.38197,0.95767
532.31063,0.95602
534.23929,0.95827
536.16795,0.96344
538.09662,0.96561
540.02528,0.96273
541.95394,0.9615
543.8826,0.96657
545.81126,0.97002
547.73992,0.96526
549.66859,0.95922
551.59725,0.95942
553.52591,0.96388
555.45457,0.96833
557.38323,0.97174
559.31189,0.97289
561.24056,0.96889
563.16922,0.95898
565.09788,0.95
567.02654,0.95132
568.9552,0.96114
570.88386,0.9686
572.81253,0.97067
574.74119,0.97036
576.66985,0.96898
578.59851,0.97083
580.52717,0.97559
582.45583,0.97477
584.3845,0.97028
586.31316,0.97115
588.24182,0.97352
590.17048,0.96869
592.09914,0.96104
594.0278,0.95732
595.95647,0.95403
597.88513,0.95095
599.81379,0.95377
601.74245,0.96278
603.67111,0.98279
609.4571,0.94885
622.95773,0.96968
624.88639,0.98337
626.81505,0.97224
628.74372,0.96339
630.67238,0.96171
632.60104,0.96257
634.5297,0.96274
636.45836,0.96146
638.38702,0.96102
640.31569,0.96219
642.24435,0.96286
644.17301,0.96301
646.10167,0.96211
648.03033,0.96001
649.95899,0.96081
651.88766,0.96481
653.81632,0.96623
655.74498,0.96363
657.67364,0.9606
659.6023,0.95918
661.53096,0.95957
663.45963,0.96076
665.38829,0.96182
667.31695,0.96275
669.24561,0.96363
671.17427,0.96475
673.10293,0.96563
675.0316,0.96523
676.96026,0.96395
678.88892,0.96245
680.81758,0.96086
682.74624,0.95956
684.6749,0.9585
686.60357,0.9585
688.53223,0.95991
690.46089,0.96061
692.38955,0.96077
694.31821,0.96143
696.24688,0.96099
698.17554,0.96021
700.1042,0.96053
702.03286,0.96085
703.96152,0.96104
705.89018,0.96309
707.81885,0.96567
709.74751,0.96346
711.67617,0.95815
713.60483,0.95711
715.53349,0.95962
717.46215,0.9597
719.39082,0.95795
721.31948,0.95801
723.24814,0.95811
725.1768,0.95579
727.10546,0.95344
729.03412,0.95447
730.96279,0.95917
732.89145,0.9632
734.82011,0.96178
736.74877,0.95927
738.67743,0.96416
740.60609,0.97083
742.53476,0.96726
744.46342,0.95769
746.39208,0.95318
748.32074,0.9547
750.2494,0.95765
752.17806,0.96013
754.10673,0.96036
756.03539,0.95833
757.96405,0.95861
759.89271,0.96143
761.82137,0.96312
763.75003,0.96276
765.6787,0.96106
767.60736,0.95991
769.53602,0.9589
771.46468,0.95611
773.39334,0.95311
775.32201,0.95157
777.25067,0.95191
779.17933,0.95465
781.10799,0.95636
783.03665,0.95365
784.96531,0.95075
786.89398,0.95269
788.82264,0.95712
790.7513,0.95903
792.67996,0.95867
794.60862,0.95988
796.53728,0.96112
798.46595,0.95791
800.39461,0.95242
802.32327,0.94939
804.25193,0.94919
806.18059,0.95052
808.10925,0.95223
810.03792,0.95321
811.96658,0.95401
813.89524,0.95314
815.8239,0.95287
817.75256,0.9562
819.68122,0.95944
821.60989,0.96057
823.53855,0.96225
825.46721,0.96355
827.39587,0.96277
829.32453,0.96171
831.25319,0.96008
833.18186,0.95592
835.11052,0.95114
837.03918,0.94738
838.96784,0.94541
840.8965,0.95203
842.82516,0.95862
844.75383,0.95677
846.68249,0.95156
848.61115,0.94785
850.53981,0.95034
852.46847,0.95543
854.39713,0.95746
856.3258,0.95728
858.25446,0.95592
860.18312,0.95304
862.11178,0.95015
864.04044,0.94848
865.96911,0.94933
867.89777,0.95262
869.82643,0.95552
871.75509,0.95602
873.68375,0.95515
875.61241,0.95542
877.54108,0.95621
879.46974,0.95534
881.3984,0.95488
883.32706,0.95601
885.25572,0.95504
887.18438,0.95222
889.11305,0.9519
891.04171,0.95295
892.97037,0.95399
894.89903,0.95764
896.82769,0.96162
898.75635,0.96182
900.68502,0.96224
902.61368,0.96241
904.54234,0.95832
906.471,0.95446
908.39966,0.95357
910.32832,0.95328
912.25699,0.95389
914.18565,0.95455
916.11431,0.95282
918.04297,0.95215
919.97163,0.95431
921.90029,0.95421
923.82896,0.95097
925.75762,0.94965
927.68628,0.95146
929.61494,0.95304
931.5436,0.95283
933.47226,0.9519
935.40093,0.95161
937.32959,0.95317
939.25825,0.95524
941.18691,0.95515
943.11557,0.95449
945.04423,0.95479
946.9729,0.95457
948.90156,0.95316
950.83022,0.9518
952.75888,0.95201
954.68754,0.95413
956.61621,0.95698
958.54487,0.95848
960.47353,0.95778
962.40219,0.95677
964.33085,0.95725
966.25951,0.95694
968.18818,0.94972
970.11684,0.93398
972.0455,0.93031
973.97416,0.95705
975.90282,0.96342
977.83148,0.95614
979.76015,0.94913
981.68881,0.94527
983.61747,0.94567
985.54613,0.94874
987.47479,0.95024
989.40345,0.94885
991.33212,0.94645
993.26078,0.94092
995.18944,0.92942
997.1181,0.92956
999.04676,0.95405
1000.97542,0.95743
1002.90409,0.9511
1004.83275,0.94946
1006.76141,0.95101
1008.69007,0.95093
1010.61873,0.94896
1012.54739,0.94807
1014.47606,0.94869
1016.40472,0.94877
1018.33338,0.94772
1020.26204,0.94673
1022.1907,0.94647
1024.11936,0.94722
1026.04803,0.94851
1027.97669,0.94875
1029.90535,0.94824
1031.83401,0.94918
1033.76267,0.95145
1035.69134,0.95201
1037.62,0.95013
1039.54866,0.94795
1041.47732,0.94635
1043.40598,0.94649
1045.33464,0.94811
1047.26331,0.94783
1049.19197,0.94627
1051.12063,0.9459
1053.04929,0.9475
1054.97795,0.94998
1056.90661,0.9509
1058.83528,0.95029
1060.76394,0.94992
1062.6926,0.94988
1064.62126,0.94956
1066.54992,0.94905
1068.47858,0.94894
1070.40725,0.94984
1072.33591,0.95106
1074.26457,0.95094
1076.19323,0.94967
1078.12189,0.94903
1080.05055,0.94892
1081.97922,0.94838
1083.90788,0.94765
1085.83654,0.94715
1087.7652,0.94757
1089.69386,0.94948
1091.62252,0.95137
1093.55119,0.95057
1095.47985,0.94765
1097.40851,0.9461
1099.33717,0.94617
1101.26583,0.94481
1103.19449,0.94233
1105.12316,0.9419
1107.05182,0.9431
1108.98048,0.94401
1110.90914,0.945
1112.8378,0.94644
1114.76646,0.94724
1116.69513,0.94687
1118.62379,0.94735
1120.55245,0.94993
1122.48111,0.95119
1124.40977,0.94921
1126.33844,0.94707
1128.2671,0.9468
1130.19576,0.94719
1132.12442,0.94707
1134.05308,0.94657
1135.98174,0.94518
1137.91041,0.94332
1139.83907,0.94324
1141.76773,0.94367
1143.69639,0.9435
1145.62505,0.94664
1147.55371,0.95262
1149.48238,0.95559
1151.41104,0.95414
1153.3397,0.94922
1155.26836,0.94198
1157.19702,0.93615
1159.12568,0.93473
1161.05435,0.93714
1162.98301,0.93922
1164.91167,0.94169
1166.84033,0.95012
1168.76899,0.94466
1170.69765,0.92914
1172.62632,0.92853
1174.55498,0.93633
1176.48364,0.94154
1178.4123,0.94238
1180.34096,0.94246
1182.26962,0.94326
1184.19829,0.94382
1186.12695,0.94419
1188.05561,0.94525
1189.98427,0.94656
1191.91293,0.94651
1193.84159,0.94497
1195.77026,0.94363
1197.69892,0.94294
1199.62758,0.94199
1201.55624,0.94125
1203.4849,0.94176
1205.41357,0.94242
1207.34223,0.94182
1209.27089,0.94076
1211.19955,0.94028
1213.12821,0.94055
1215.05687,0.94118
1216.98554,0.94171
1218.9142,0.94288
1220.84286,0.94358
1222.77152,0.94213
1224.70018,0.94038
1226.62884,0.93978
1228.55751,0.93959
1230.48617,0.93978
1232.41483,0.94181
1234.18831,0.94575
1236.11673,0.94554
1238.04515,0.94532
1239.97357,0.9451
1241.90199,0.94487
1243.8304,0.9447
1245.75882,0.94463
1247.68724,0.9447
1249.61566,0.94483
1251.54408,0.94495
1253.4725,0.945
1255.40092,0.94502
1257.32934,0.94506
1259.25776,0.94515
1261.18618,0.94529
1263.1146,0.94551
1265.04302,0.94574
1266.97144,0.94596
1268.89985,0.94616
1270.82827,0.94629
1272.75669,0.94635
1274.68511,0.94634
1276.61353,0.94632
1278.54195,0.94635
1280.47037,0.94647
1282.39879,0.94666
1284.32721,0.94683
1286.25563,0.9469
1288.18405,0.94688
1290.11247,0.94678
1292.04089,0.94668
1293.9693,0.9466
1295.89772,0.94658
1297.82614,0.94661
1299.75456,0.94671
1301.68298,0.94682
1303.6114,0.9469
1305.53982,0.94693
1307.46824,0.94695
1309.39666,0.94698
1311.32508,0.94701
1313.2535,0.94703
1315.18192,0.947
1317.11034,0.94689
1319.03875,0.94671
1320.96717,0.94649
1322.89559,0.94626
1324.82401,0.9461
1326.75243,0.94602
1328.68085,0.946
1330.60927,0.94603
1332.53769,0.94606
1334.46611,0.94605
1336.39453,0.94599
1338.32295,0.9459
1340.25137,0.94578
1342.17979,0.94561
1344.1082,0.94543
1346.03662,0.94525
1347.96504,0.94512
1349.89346,0.94501
1351.82188,0.94492
1353.7503,0.94481
1355.67872,0.94462
1357.60714,0.94436
1359.53556,0.94404
1361.46398,0.94374
1363.3924,0.94355
1365.32082,0.94352
1367.24924,0.94361
1369.17765,0.94369
1371.10607,0.94368
1373.03449,0.94358
1374.96291,0.94345
1376.89133,0.94329
1378.81975,0.94308
1380.74817,0.94283
1382.67659,0.94261
1384.60501,0.94245
1386.53343,0.94237
1388.46185,0.94233
1390.39027,0.94229
1392.31869,0.94221
1394.24711,0.94211
1396.17552,0.94209
1398.10394,0.9422
1400.03236,0.94238
1401.96078,0.94257
1403.8892,0.94272
1405.81762,0.94281
1407.74604,0.94283
1409.67446,0.94276
1411.60288,0.94257
1413.5313,0.94225
1415.45972,0.94184
1417.38814,0.94142
1419.31656,0.94115
1421.24497,0.9411
1423.17339,0.94121
1425.10181,0.9413
1427.03023,0.94127
1428.95865,0.94109
1430.88707,0.94081
1432.81549,0.94051
1434.74391,0.94026
1436.67233,0.94012
1438.60075,0.94011
1440.52917,0.94015
1442.45759,0.94015
1444.38601,0.94006
1446.31442,0.93991
1448.24284,0.93963
1450.17126,0.93921
1452.09968,0.93857
1454.0281,0.93776
1455.95652,0.93706
1457.88494,0.93683
1459.81336,0.9371
1461.74178,0.93755
1463.6702,0.9379
1465.59862,0.93802
1467.52704,0.93792
1469.45546,0.93768
1471.38387,0.93745
1473.31229,0.93743
1475.24071,0.93769
1477.16913,0.93807
1479.09755,0.93836
1481.02597,0.93842
1482.95439,0.93821
1484.88281,0.93782
1486.81123,0.93738
1488.73965,0.93709
1490.66807,0.93699
1492.59649,0.93698
1494.52491,0.93694
1496.45332,0.93685
1498.38174,0.93668
1500.31016,0.93638
1502.23858,0.93585
1504.167,0.9352
1506.09542,0.93478
1508.02384,0.93488
1509.95226,0.93536
1511.88068,0.93581
1513.8091,0.93594
1515.73752,0.93576
1517.66594,0.93537
1519.59436,0.93498
1521.52277,0.93477
1523.45119,0.9348
1525.37961,0.93501
1527.30803,0.93524
1529.23645,0.93542
1531.16487,0.93544
1533.09329,0.93526
1535.02171,0.93483
1536.95013,0.9342
1538.87855,0.9336
1540.80697,0.93337
1542.73539,0.93366
1544.66381,0.93423
1546.59222,0.93474
1548.52064,0.93494
1550.44906,0.93476
1552.37748,0.93417
1554.3059,0.9333
1556.23432,0.93238
1558.16274,0.93183
1560.09116,0.93196
1562.01958,0.93257
1563.948,0.9332
1565.87642,0.93353
1567.80484,0.93354
1569.73326,0.93337
1571.66167,0.93313
1573.59009,0.93289
1575.51851,0.9327
1577.44693,0.93261
1579.37535,0.93263
1581.30377,0.9327
1583.23219,0.93275
1585.16061,0.93277
1587.08903,0.93274
1589.01745,0.93263
1590.94587,0.93242
1592.87429,0.93219
1594.80271,0.93199
1596.73112,0.93185
1598.65954,0.93173
1600.58796,0.93163
1602.51638,0.93152
1604.4448,0.93138
1606.37322,0.93127
1608.30164,0.93116
1610.23006,0.93102
1612.15848,0.93082
1614.0869,0.93054
1616.01532,0.93028
1617.94374,0.93012
1619.87216,0.93006
1621.80057,0.93004
1623.72899,0.93004
1625.65741,0.93005
1627.58583,0.92999
1629.51425,0.9298
1631.44267,0.92947
1633.37109,0.92907
1635.29951,0.9288
1637.22793,0.92877
1639.15635,0.9289
1641.08477,0.92891
1643.01319,0.92869
1644.94161,0.9282
1646.87002,0.92759
1648.79844,0.92691
1650.72686,0.92625
1652.65528,0.92589
1654.5837,0.92613
1656.51212,0.92681
1658.44054,0.92744
1660.36896,0.92773
1662.29738,0.92771
1664.2258,0.92751
1666.15422,0.92722
1668.08264,0.92687
1670.01106,0.92656
1671.93947,0.92635
1673.86789,0.92621
1675.79631,0.92609
1677.72473,0.92582
1679.65315,0.92529
1681.58157,0.92455
1683.50999,0.92399
1685.43841,0.92396
1687.36683,0.9244
1689.29525,0.9249
1691.22367,0.92504
1693.15209,0.92465
1695.08051,0.92383
1697.00892,0.92292
1698.93734,0.9223
1700.86576,0.92226
1702.79418,0.92279
1704.7226,0.92356
1706.65102,0.9242
1708.57944,0.92446
1710.50786,0.92424
1712.43628,0.92359
1714.3647,0.92279
1716.29312,0.9223
1718.22154,0.9224
1720.14996,0.923
1722.07837,0.92365
1724.00679,0.92401
1725.93521,0.92398
1727.86363,0.92358
1729.79205,0.92292
1731.72047,0.92221
1733.64889,0.92175
1735.57731,0.92171
1737.50573,0.92197
1739.43415,0.9223
1741.36257,0.92261
1743.29099,0.92283
1745.21941,0.92296
1747.14782,0.92302
1749.07624,0.9231
1751.00466,0.92322
1752.93308,0.92335
1754.8615,0.92342
1756.78992,0.92339
1758.71834,0.92329
1760.64676,0.92312
1762.57518,0.92295
1764.5036,0.92277
1766.43202,0.92265
1768.36044,0.92257
1770.28886,0.92256
1772.21727,0.92266
1774.14569,0.92282
1776.07411,0.92298
1778.00253,0.92303
1779.93095,0.923
1782.08341,0.92032
1784.01208,0.92039
1785.94074,0.92029
1787.8694,0.92048
1789.79806,0.92103
1791.72672,0.9213
1793.65538,0.92089
1795.58405,0.9206
1797.51271,0.92098
1799.21514,0.92212
1801.14356,0.92206
1803.07198,0.922
1805.0004,0.92197
1806.92882,0.92196
1808.85724,0.92193
1810.78566,0.92184
1812.71408,0.92171
1814.6425,0.92156
1816.57092,0.92141
1818.49934,0.92128
1820.42776,0.92119
1822.35617,0.92111
1824.28459,0.92105
1826.21301,0.92102
1828.14143,0.92099
1830.06985,0.92095
1831.99827,0.92091
1833.92669,0.92085
1835.85511,0.92078
1837.78353,0.92067
1839.71195,0.92056
1841.64037,0.92043
1843.56879,0.92034
1845.49721,0.9203
1847.42562,0.92028
1849.35404,0.92025
1851.28246,0.92021
1853.21088,0.92011
1855.1393,0.91998
1857.06772,0.91983
1858.99614,0.91968
1860.92456,0.91956
1862.85298,0.91948
1864.7814,0.91938
1866.70982,0.91925
1868.63824,0.91911
1870.56666,0.91895
1872.49507,0.91884
1874.42349,0.91875
1876.35191,0.91869
1878.28033,0.91864
1880.20875,0.91861
1882.13717,0.91857
1884.06559,0.91851
1885.99401,0.91841
1887.92243,0.91831
1889.85085,0.91821
1891.77927,0.91812
1893.70769,0.918
1895.63611,0.91785
1897.56452,0.91771
1899.49294,0.91758
1901.42136,0.91749
1903.34978,0.91743
1905.2782,0.91738
1907.20662,0.91733
1909.13504,0.91727
1911.06346,0.91716
1912.99188,0.91703
1914.9203,0.9169
1916.84872,0.91679
1918.77714,0.91674
1920.70556,0.91671
1922.63397,0.91669
1924.56239,0.91666
1926.49081,0.91659
1928.41923,0.91646
1930.34765,0.9163
1932.27607,0.9161
1934.20449,0.91594
1936.13291,0.91584
1938.06133,0.91581
1939.98975,0.91582
1941.91817,0.91583
1943.84659,0.91579
1945.77501,0.91569
1947.70342,0.91551
1949.63184,0.91532
1951.56026,0.91517
1953.48868,0.91508
1955.4171,0.91504
1957.34552,0.915
1959.27394,0.91494
1961.20236,0.91487
1963.13078,0.91477
1965.0592,0.91466
1966.98762,0.91452
1968.91604,0.91438
1970.84446,0.91428
1972.77287,0.9142
1974.70129,0.91413
1976.62971,0.91407
1978.55813,0.91401
1980.48655,0.91396
1982.41497,0.91388
1984.34339,0.91379
1986.27181,0.91371
1988.20023,0.91366
1990.12865,0.91365
1992.05707,0.91361
1993.98549,0.91355
1995.91391,0.91344
1997.84232,0.9133
1999.77074,0.91315
2001.69916,0.91301
2003.62758,0.91289
2005.556,0.91276
2007.48442,0.91263
2009.41284,0.91253
2011.34126,0.91251
2013.26968,0.91256
2015.1981,0.91263
2017.12652,0.91266
2019.05494,0.91261
2020.98336,0.91249
2022.91177,0.91231
2024.84019,0.91212
2026.76861,0.91193
2028.69703,0.91178
2030.62545,0.91169
2032.55387,0.91164
2034.48229,0.91162
2036.41071,0.91158
2038.33913,0.91153
2040.26755,0.91145
2042.19597,0.91135
2044.12439,0.91125
2046.05281,0.91114
2047.98122,0.91102
2049.90964,0.91092
2051.83806,0.91084
2053.76648,0.91076
2055.6949,0.9107
2057.62332,0.91062
2059.55174,0.91055
2061.48016,0.9105
2063.40858,0.91047
2065.337,0.91044
2067.26542,0.91041
2069.19384,0.91037
2071.12226,0.9103
2073.05067,0.9102
2074.97909,0.91009
2076.90751,0.90997
2078.83593,0.90986
2080.76435,0.90977
2082.69277,0.90967
2084.62119,0.90959
2086.54961,0.90953
2088.47803,0.90949
2090.40645,0.9094
2092.33487,0.90927
2094.26329,0.90915
2096.19171,0.90905
2098.12012,0.90899
2100.04854,0.90895
2101.97696,0.90891
2103.90538,0.90882
2105.8338,0.90872
2107.76222,0.90868
2109.69064,0.90869
2111.61906,0.90864
2113.54748,0.9085
2115.4759,0.90834
2117.40432,0.90818
2119.33274,0.90806
2121.26116,0.90798
2123.18957,0.90793
2125.11799,0.90785
2127.04641,0.90777
2128.97483,0.90769
2130.90325,0.90763
2132.83167,0.9076
2134.76009,0.90757
2136.68851,0.9075
2138.61693,0.90742
2140.54535,0.90735
2142.47377,0.90727
2144.40219,0.9072
2146.33061,0.90716
2148.25902,0.90714
2150.18744,0.90708
2152.11586,0.90702
2154.04428,0.90695
2155.9727,0.90685
2157.90112,0.90672
2159.82954,0.90659
2161.75796,0.90646
2163.68638,0.90635
2165.6148,0.90631
2167.54322,0.90632
2169.47164,0.90628
2171.40006,0.90609
2173.32847,0.90586
2175.25689,0.9057
2177.18531,0.90563
2179.11373,0.90559
2181.04215,0.90557
2182.97057,0.90561
2184.89899,0.90566
2186.82741,0.90562
2188.75583,0.90547
2190.68425,0.90529
2192.61267,0.90515
2194.54109,0.90506
2196.46951,0.90503
2198.39792,0.905
2200.32634,0.90493
2202.25476,0.90482
2204.18318,0.90475
2206.1116,0.9047
2208.04002,0.90465
2209.96844,0.90453
2211.89686,0.90438
2213.82528,0.90424
2215.7537,0.90414
2217.68212,0.90406
2219.61054,0.90397
2221.53896,0.90393
2223.46737,0.90396
2225.39579,0.90401
2227.32421,0.90398
2229.25263,0.90386
2231.18105,0.90368
2233.10947,0.90353
2235.03789,0.90345
2236.96631,0.90343
2238.89473,0.90339
2240.82315,0.90327
2242.75157,0.90313
2244.67999,0.903
2246.60841,0.90293
2248.53682,0.90293
2250.46524,0.90297
2252.39366,0.90299
2254.32208,0.90299
2256.2505,0.90298
2258.17892,0.90297
2260.10734,0.90296
2262.03576,0.90295
2263.96418,0.90292
2265.8926,0.90283
2267.82102,0.9027
2269.74944,0.90256
2271.67786,0.90241
2273.60627,0.90227
2275.53469,0.90214
2277.46311,0.902
2279.39153,0.9019
2281.31995,0.90189
2283.24837,0.90195
2285.17679,0.90209
2287.10521,0.90225
2289.03363,0.90242
2290.96205,0.90257
2292.89047,0.90269
2294.81889,0.90281
2296.74731,0.90294
2298.67572,0.90311
2300.60414,0.90331
2302.53256,0.90352
2304.46098,0.9037
2306.3894,0.90387
2308.31782,0.904
2310.24624,0.9041
2312.17466,0.90415
2314.10308,0.90418
2316.0315,0.90418
2317.95992,0.90414
2319.88834,0.90401
2321.81676,0.90381
2323.74518,0.9036
2325.67359,0.90343
2327.60201,0.90332
2329.53043,0.90323
2331.45885,0.90309
2333.38727,0.90285
2335.31569,0.90244
2337.24411,0.90192
2339.17253,0.90156
2341.10095,0.90159
2343.02937,0.90206
2344.95779,0.90281
2346.88621,0.90343
2348.81463,0.90343
2350.74304,0.90252
2352.67146,0.9008
2354.59988,0.89871
2356.5283,0.89678
2358.45672,0.8954
2360.38514,0.89477
2362.31356,0.89499
2364.24198,0.89604
2366.1704,0.89768
2368.09882,0.89946
2370.02724,0.9009
2371.95566,0.90178
2373.88408,0.90205
2375.81249,0.90184
2377.74091,0.9013
2379.66933,0.90057
2381.59775,0.89976
2383.52617,0.89895
2385.45459,0.89826
2387.38301,0.89773
2389.31143,0.8974
2391.23985,0.89723
2393.16827,0.89716
2395.09669,0.89716
2397.02511,0.89716
2398.95353,0.89713
2400.88194,0.89707
2402.81036,0.89697
2404.73878,0.89682
2406.6672,0.89668
2408.59562,0.89657
2410.52404,0.8965
2412.45246,0.89643
2414.38088,0.89637
2416.3093,0.89633
2418.23772,0.89627
2420.16614,0.89621
2422.09456,0.89617
2424.02298,0.8961
2425.95139,0.896
2427.87981,0.89586
2429.80823,0.89571
2431.73665,0.89563
2433.66507,0.89565
2435.59349,0.89576
2437.52191,0.89586
2439.45033,0.8959
2441.37875,0.89586
2443.30717,0.89576
2445.23559,0.89565
2447.16401,0.89551
2449.09243,0.89534
2451.02084,0.89521
2452.94926,0.89512
2454.87768,0.89507
2456.8061,0.89507
2458.73452,0.89511
2460.66294,0.89516
2462.59136,0.89523
2464.51978,0.89525
2466.4482,0.89513
2468.37662,0.89493
2470.30504,0.89471
2472.23346,0.8946
2474.16188,0.89458
2476.09029,0.89459
2478.01871,0.89457
2479.94713,0.89451
2481.87555,0.89439
2483.80397,0.89425
2485.73239,0.89415
2487.66081,0.89411
2489.58923,0.8941
2491.51765,0.89404
2493.44607,0.89395
2495.37449,0.89389
2497.30291,0.89386
2499.23133,0.89382
2501.15974,0.89373
2503.08816,0.89358
2505.01658,0.89349
2506.945,0.89349
2508.87342,0.89348
2510.80184,0.89339
2512.73026,0.89326
2514.65868,0.89316
2516.5871,0.8931
2518.51552,0.89308
2520.44394,0.89301
2522.37236,0.89291
2524.30078,0.89284
2526.22919,0.89276
2528.15761,0.89266
2530.08603,0.89258
2532.01445,0.89254
2533.94287,0.89248
2535.87129,0.8924
2537.79971,0.89233
2539.72813,0.89221
2541.65655,0.89207
2543.58497,0.89203
2545.51339,0.89212
2547.44181,0.89221
2549.37023,0.89224
2551.29864,0.89219
2553.22706,0.89211
2555.15548,0.89202
2557.0839,0.89199
2559.01232,0.89202
2560.94074,0.89207
2562.86916,0.89204
2564.79758,0.8919
2566.726,0.89174
2568.65442,0.89165
2570.58284,0.89162
2572.51126,0.89158
2574.43968,0.89147
2576.36809,0.8913
2578.29651,0.89115
2580.22493,0.89107
2582.15335,0.8911
2584.08177,0.89115
2586.01019,0.89114
2587.93861,0.89104
2589.86703,0.89092
2591.79545,0.89081
2593.72387,0.89073
2595.65229,0.89075
2597.58071,0.89082
2599.50913,0.89092
2601.43754,0.89094
2603.36596,0.89081
2605.29438,0.89056
2607.2228,0.89034
2609.15122,0.89025
2611.07964,0.89032
2613.00806,0.8904
2614.93648,0.89034
2616.8649,0.89017
2618.79332,0.89003
2620.72174,0.88994
2622.65016,0.88989
2624.57858,0.88993
2626.50699,0.89004
2628.43541,0.89007
2630.36383,0.88996
2632.29225,0.88979
2634.22067,0.88968
2636.14909,0.88963
2638.07751,0.88957
2640.00593,0.8895
2641.93435,0.88945
2643.86277,0.88942
2645.79119,0.88941
2647.71961,0.88942
2649.64803,0.88943
2651.57644,0.88941
2653.50486,0.88935
2655.43328,0.88924
2657.3617,0.88908
2659.29012,0.88894
2661.21854,0.88882
2663.14696,0.88874
2665.07538,0.88874
2667.0038,0.8888
2668.93222,0.88879
2670.86064,0.8887
2672.78906,0.88861
2674.71748,0.8886
2676.64589,0.88857
2678.57431,0.88843
2680.50273,0.88823
2682.43115,0.88813
2684.35957,0.88817
2686.28799,0.88824
2688.21641,0.88821
2690.14483,0.88814
2692.07325,0.88808
2694.00167,0.88803
2695.93009,0.88796
2697.85851,0.88795
2699.78693,0.888
2701.71534,0.88802
2703.64376,0.88795
2705.57218,0.88785
2707.5006,0.88774
2709.42902,0.88763
2711.35744,0.88753
2713.28586,0.8875
2715.21428,0.88752
2717.1427,0.88751
2719.07112,0.88748
2720.99954,0.88746
2722.92796,0.88745
2724.85638,0.8874
2726.78479,0.88727
2728.71321,0.88709
2730.64163,0.887
2732.57005,0.88702
2734.49847,0.88707
2736.42689,0.88705
2738.35531,0.88695
2740.28373,0.88677
2742.21215,0.88661
2744.14057,0.88655
2746.06899,0.88659
2747.99741,0.88665
2749.92583,0.8867
2751.85424,0.88674
2753.78266,0.88674
2755.71108,0.88666
2757.6395,0.88658
2759.56792,0.88652
2761.49634,0.88647
2763.42476,0.88641
2765.35318,0.88636
2767.2816,0.88625
2769.21002,0.88605
2771.13844,0.88586
2773.06686,0.88576
2774.99528,0.88574
2776.92369,0.88571
2778.85211,0.88563
2780.78053,0.88555
2782.70895,0.88555
2784.63737,0.88557
2786.56579,0.88552
2788.49421,0.88542
2790.42263,0.88536
2792.35105,0.88531
2794.27947,0.88524
2796.20789,0.88522
2798.13631,0.88534
2800.06473,0.88556
2801.99314,0.88563
2803.92156,0.88554
2805.84998,0.88533
2807.7784,0.88512
2809.70682,0.88496
2811.63524,0.88492
2813.56366,0.88492
2815.49208,0.88489
2817.4205,0.88481
2819.34892,0.88477
2821.27734,0.8848
2823.20576,0.88481
2825.13418,0.8847
2827.06259,0.88448
2828.99101,0.88426
2830.91943,0.88416
2832.84785,0.88412
2834.77627,0.88412
2836.70469,0.88417
2838.63311,0.88423
2840.56153,0.8842
2842.48995,0.88403
2844.41837,0.8838
2846.34679,0.88367
2848.27521,0.88373
2850.20363,0.88384
2852.13204,0.8838
2854.06046,0.88364
2855.98888,0.8835
2857.9173,0.88333
2859.84572,0.88317
2861.77414,0.88317
2863.70256,0.88326
2865.63098,0.88325
2867.5594,0.88314
2869.48782,0.88306
2871.41624,0.88303
2873.34466,0.88291
2875.27308,0.8827
2877.20149,0.88248
2879.12991,0.88238
2881.05833,0.88243
2882.98675,0.88248
2884.91517,0.88242
2886.84359,0.88232
2888.77201,0.88223
2890.70043,0.88216
2892.62885,0.88212
2894.55727,0.88213
2896.48569,0.88209
2898.41411,0.88199
2900.34253,0.88191
2902.27094,0.88181
2904.19936,0.88169
2906.12778,0.88162
2908.0562,0.88166
2909.98462,0.88165
2911.91304,0.88153
2913.84146,0.88137
2915.76988,0.88121
2917.6983,0.88109
2919.62672,0.88102
2921.55514,0.881
2923.48356,0.88089
2925.41198,0.88066
2927.34039,0.88041
2929.26881,0.88023
2931.19723,0.88015
2933.12565,0.88014
2935.05407,0.88017
2936.98249,0.88015
2938.91091,0.88001
2940.83933,0.87989
2942.76775,0.87994
2944.69617,0.8801
2946.62459,0.88022
2948.55301,0.8802
2950.48143,0.88003
2952.40984,0.8798
2954.33826,0.87969
2956.26668,0.87971
2958.1951,0.87981
2960.12352,0.87988
2962.05194,0.87982
2963.98036,0.87967
2965.90878,0.8795
2967.8372,0.87938
2969.76562,0.87933
2971.69404,0.87935
2973.62246,0.8793
2975.55088,0.87911
2977.47929,0.87896
2979.40771,0.87897
2981.33613,0.87907
2983.26455,0.87912
2985.19297,0.87903
2987.12139,0.87887
2989.04981,0.87873
2990.97823,0.87872
2992.90665,0.87879
2994.83507,0.87885
2996.76349,0.87886
2998.69191,0.87887
3000.62033,0.87887
3002.54874,0.87885
3004.47716,0.87882
3006.40558,0.87878
3008.334,0.87874
3010.26242,0.8787
3012.19084,0.87869
3014.11926,0.87865
3016.04768,0.87859
3017.9761,0.87852
3019.90452,0.87844
3021.83294,0.87837
3023.76136,0.8783
3025.68978,0.87821
3027.61819,0.87814
3029.54661,0.87814
3031.47503,0.87819
3033.40345,0.87826
3035.33187,0.8783
3037.26029,0.87829
3039.18871,0.87825
3041.11713,0.8782
